fold,seed,dataset,class,n_class,fraction,selected,realised_pct,requested_pct
3,2026,MAFAULDA,imbalance,2115,0.05,106,5.01,5.0
3,2026,MAFAULDA,imbalance,2115,0.1,212,10.02,10.0
3,2026,MAFAULDA,imbalance,2115,0.25,529,25.01,25.0
3,2026,MAFAULDA,imbalance,2115,0.5,1058,50.02,50.0
3,2026,MAFAULDA,imbalance,2115,1.0,2115,100.0,100.0
3,2026,MAFAULDA,normal,315,0.05,16,5.08,5.0
3,2026,MAFAULDA,normal,315,0.1,32,10.16,10.0
3,2026,MAFAULDA,normal,315,0.25,79,25.08,25.0
3,2026,MAFAULDA,normal,315,0.5,158,50.16,50.0
3,2026,MAFAULDA,normal,315,1.0,315,100.0,100.0
3,2026,MAFAULDA,overhang/ball_fault,621,0.05,32,5.15,5.0
3,2026,MAFAULDA,overhang/ball_fault,621,0.1,63,10.14,10.0
3,2026,MAFAULDA,overhang/ball_fault,621,0.25,156,25.12,25.0
3,2026,MAFAULDA,overhang/ball_fault,621,0.5,311,50.08,50.0
3,2026,MAFAULDA,overhang/ball_fault,621,1.0,621,100.0,100.0
3,2026,MAFAULDA,overhang/cage_fault,810,0.05,41,5.06,5.0
3,2026,MAFAULDA,overhang/cage_fault,810,0.1,81,10.0,10.0
3,2026,MAFAULDA,overhang/cage_fault,810,0.25,203,25.06,25.0
3,2026,MAFAULDA,overhang/cage_fault,810,0.5,405,50.0,50.0
3,2026,MAFAULDA,overhang/cage_fault,810,1.0,810,100.0,100.0
3,2026,MAFAULDA,overhang/outer_race,810,0.05,41,5.06,5.0
3,2026,MAFAULDA,overhang/outer_race,810,0.1,81,10.0,10.0
3,2026,MAFAULDA,overhang/outer_race,810,0.25,203,25.06,25.0
3,2026,MAFAULDA,overhang/outer_race,810,0.5,405,50.0,50.0
3,2026,MAFAULDA,overhang/outer_race,810,1.0,810,100.0,100.0
3,2026,MAFAULDA,underhang/ball_fault,783,0.05,40,5.11,5.0
3,2026,MAFAULDA,underhang/ball_fault,783,0.1,79,10.09,10.0
3,2026,MAFAULDA,underhang/ball_fault,783,0.25,196,25.03,25.0
3,2026,MAFAULDA,underhang/ball_fault,783,0.5,392,50.06,50.0
3,2026,MAFAULDA,underhang/ball_fault,783,1.0,783,100.0,100.0
3,2026,MAFAULDA,underhang/cage_fault,873,0.05,44,5.04,5.0
3,2026,MAFAULDA,underhang/cage_fault,873,0.1,88,10.08,10.0
3,2026,MAFAULDA,underhang/cage_fault,873,0.25,219,25.09,25.0
3,2026,MAFAULDA,underhang/cage_fault,873,0.5,437,50.06,50.0
3,2026,MAFAULDA,underhang/cage_fault,873,1.0,873,100.0,100.0
3,2026,MAFAULDA,underhang/outer_race,882,0.05,45,5.1,5.0
3,2026,MAFAULDA,underhang/outer_race,882,0.1,89,10.09,10.0
3,2026,MAFAULDA,underhang/outer_race,882,0.25,221,25.06,25.0
3,2026,MAFAULDA,underhang/outer_race,882,0.5,441,50.0,50.0
3,2026,MAFAULDA,underhang/outer_race,882,1.0,882,100.0,100.0
3,2026,MAFAULDA,vertical-misalignment,1809,0.05,91,5.03,5.0
3,2026,MAFAULDA,vertical-misalignment,1809,0.1,181,10.01,10.0
3,2026,MAFAULDA,vertical-misalignment,1809,0.25,453,25.04,25.0
3,2026,MAFAULDA,vertical-misalignment,1809,0.5,905,50.03,50.0
3,2026,MAFAULDA,vertical-misalignment,1809,1.0,1809,100.0,100.0
