methodology_version,fold_id,dataset,split,window_id,group_id,recording_id,source_file,source_fragment_ids,original_label,mapped_label,channel,native_sampling_rate_hz,window_duration_seconds,stride_seconds,start_sample,end_sample,start_time_seconds,end_time_seconds,rpm,load,fault_type,fault_severity,session,speed_group,temporal_block_id,crosses_source_fragment_boundary,fragment_boundaries_crossed,parent_part2_identity,notes
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_50.5856:col3_underhang_radial:train:100000-150000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_50.5856,data/raw_mafaulda/full/underhang/ball_fault/0g/50.5856.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,100000,150000,2.0,3.0,3035.136,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_50.5856,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_50.5856:col3_underhang_radial:train:125000-175000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_50.5856,data/raw_mafaulda/full/underhang/ball_fault/0g/50.5856.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,125000,175000,2.5,3.5,3035.136,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_50.5856,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_50.5856:col3_underhang_radial:train:150000-200000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_50.5856,data/raw_mafaulda/full/underhang/ball_fault/0g/50.5856.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,150000,200000,3.0,4.0,3035.136,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_50.5856,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_50.5856:col3_underhang_radial:train:175000-225000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_50.5856,data/raw_mafaulda/full/underhang/ball_fault/0g/50.5856.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,175000,225000,3.5,4.5,3035.136,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_50.5856,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_50.5856:col3_underhang_radial:train:200000-250000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_50.5856,data/raw_mafaulda/full/underhang/ball_fault/0g/50.5856.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,200000,250000,4.0,5.0,3035.136,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_50.5856,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_51.2:col3_underhang_radial:train:0-50000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_51.2,data/raw_mafaulda/full/underhang/ball_fault/0g/51.2.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,0,50000,0.0,1.0,3072.0,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_51.2,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_51.2:col3_underhang_radial:train:25000-75000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_51.2,data/raw_mafaulda/full/underhang/ball_fault/0g/51.2.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,25000,75000,0.5,1.5,3072.0,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_51.2,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_51.2:col3_underhang_radial:train:50000-100000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_51.2,data/raw_mafaulda/full/underhang/ball_fault/0g/51.2.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,50000,100000,1.0,2.0,3072.0,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_51.2,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_51.2:col3_underhang_radial:train:75000-125000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_51.2,data/raw_mafaulda/full/underhang/ball_fault/0g/51.2.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,75000,125000,1.5,2.5,3072.0,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_51.2,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_51.2:col3_underhang_radial:train:100000-150000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_51.2,data/raw_mafaulda/full/underhang/ball_fault/0g/51.2.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,100000,150000,2.0,3.0,3072.0,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_51.2,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_51.2:col3_underhang_radial:train:125000-175000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_51.2,data/raw_mafaulda/full/underhang/ball_fault/0g/51.2.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,125000,175000,2.5,3.5,3072.0,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_51.2,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_51.2:col3_underhang_radial:train:150000-200000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_51.2,data/raw_mafaulda/full/underhang/ball_fault/0g/51.2.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,150000,200000,3.0,4.0,3072.0,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_51.2,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_51.2:col3_underhang_radial:train:175000-225000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_51.2,data/raw_mafaulda/full/underhang/ball_fault/0g/51.2.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,175000,225000,3.5,4.5,3072.0,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_51.2,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_51.2:col3_underhang_radial:train:200000-250000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_51.2,data/raw_mafaulda/full/underhang/ball_fault/0g/51.2.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,200000,250000,4.0,5.0,3072.0,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_51.2,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_52.8384:col3_underhang_radial:train:0-50000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_52.8384,data/raw_mafaulda/full/underhang/ball_fault/0g/52.8384.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,0,50000,0.0,1.0,3170.304,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_52.8384,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_52.8384:col3_underhang_radial:train:25000-75000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_52.8384,data/raw_mafaulda/full/underhang/ball_fault/0g/52.8384.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,25000,75000,0.5,1.5,3170.304,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_52.8384,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_52.8384:col3_underhang_radial:train:50000-100000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_52.8384,data/raw_mafaulda/full/underhang/ball_fault/0g/52.8384.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,50000,100000,1.0,2.0,3170.304,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_52.8384,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_52.8384:col3_underhang_radial:train:75000-125000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_52.8384,data/raw_mafaulda/full/underhang/ball_fault/0g/52.8384.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,75000,125000,1.5,2.5,3170.304,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_52.8384,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_52.8384:col3_underhang_radial:train:100000-150000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_52.8384,data/raw_mafaulda/full/underhang/ball_fault/0g/52.8384.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,100000,150000,2.0,3.0,3170.304,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_52.8384,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_52.8384:col3_underhang_radial:train:125000-175000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_52.8384,data/raw_mafaulda/full/underhang/ball_fault/0g/52.8384.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,125000,175000,2.5,3.5,3170.304,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_52.8384,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_52.8384:col3_underhang_radial:train:150000-200000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_52.8384,data/raw_mafaulda/full/underhang/ball_fault/0g/52.8384.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,150000,200000,3.0,4.0,3170.304,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_52.8384,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_52.8384:col3_underhang_radial:train:175000-225000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_52.8384,data/raw_mafaulda/full/underhang/ball_fault/0g/52.8384.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,175000,225000,3.5,4.5,3170.304,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_52.8384,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_52.8384:col3_underhang_radial:train:200000-250000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_52.8384,data/raw_mafaulda/full/underhang/ball_fault/0g/52.8384.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,200000,250000,4.0,5.0,3170.304,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_52.8384,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_53.0432:col3_underhang_radial:train:0-50000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_53.0432,data/raw_mafaulda/full/underhang/ball_fault/0g/53.0432.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,0,50000,0.0,1.0,3182.592,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_53.0432,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_53.0432:col3_underhang_radial:train:25000-75000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_53.0432,data/raw_mafaulda/full/underhang/ball_fault/0g/53.0432.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,25000,75000,0.5,1.5,3182.592,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_53.0432,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_53.0432:col3_underhang_radial:train:50000-100000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_53.0432,data/raw_mafaulda/full/underhang/ball_fault/0g/53.0432.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,50000,100000,1.0,2.0,3182.592,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_53.0432,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_53.0432:col3_underhang_radial:train:75000-125000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_53.0432,data/raw_mafaulda/full/underhang/ball_fault/0g/53.0432.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,75000,125000,1.5,2.5,3182.592,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_53.0432,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_53.0432:col3_underhang_radial:train:100000-150000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_53.0432,data/raw_mafaulda/full/underhang/ball_fault/0g/53.0432.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,100000,150000,2.0,3.0,3182.592,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_53.0432,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_53.0432:col3_underhang_radial:train:125000-175000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_53.0432,data/raw_mafaulda/full/underhang/ball_fault/0g/53.0432.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,125000,175000,2.5,3.5,3182.592,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_53.0432,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_53.0432:col3_underhang_radial:train:150000-200000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_53.0432,data/raw_mafaulda/full/underhang/ball_fault/0g/53.0432.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,150000,200000,3.0,4.0,3182.592,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_53.0432,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_53.0432:col3_underhang_radial:train:175000-225000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_53.0432,data/raw_mafaulda/full/underhang/ball_fault/0g/53.0432.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,175000,225000,3.5,4.5,3182.592,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_53.0432,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_53.0432:col3_underhang_radial:train:200000-250000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_53.0432,data/raw_mafaulda/full/underhang/ball_fault/0g/53.0432.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,200000,250000,4.0,5.0,3182.592,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_53.0432,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_54.0672:col3_underhang_radial:train:0-50000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_54.0672,data/raw_mafaulda/full/underhang/ball_fault/0g/54.0672.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,0,50000,0.0,1.0,3244.032,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_54.0672,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_54.0672:col3_underhang_radial:train:25000-75000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_54.0672,data/raw_mafaulda/full/underhang/ball_fault/0g/54.0672.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,25000,75000,0.5,1.5,3244.032,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_54.0672,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_54.0672:col3_underhang_radial:train:50000-100000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_54.0672,data/raw_mafaulda/full/underhang/ball_fault/0g/54.0672.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,50000,100000,1.0,2.0,3244.032,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_54.0672,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_54.0672:col3_underhang_radial:train:75000-125000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_54.0672,data/raw_mafaulda/full/underhang/ball_fault/0g/54.0672.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,75000,125000,1.5,2.5,3244.032,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_54.0672,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_54.0672:col3_underhang_radial:train:100000-150000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_54.0672,data/raw_mafaulda/full/underhang/ball_fault/0g/54.0672.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,100000,150000,2.0,3.0,3244.032,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_54.0672,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_54.0672:col3_underhang_radial:train:125000-175000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_54.0672,data/raw_mafaulda/full/underhang/ball_fault/0g/54.0672.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,125000,175000,2.5,3.5,3244.032,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_54.0672,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_54.0672:col3_underhang_radial:train:150000-200000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_54.0672,data/raw_mafaulda/full/underhang/ball_fault/0g/54.0672.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,150000,200000,3.0,4.0,3244.032,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_54.0672,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_54.0672:col3_underhang_radial:train:175000-225000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_54.0672,data/raw_mafaulda/full/underhang/ball_fault/0g/54.0672.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,175000,225000,3.5,4.5,3244.032,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_54.0672,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_54.0672:col3_underhang_radial:train:200000-250000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_54.0672,data/raw_mafaulda/full/underhang/ball_fault/0g/54.0672.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,200000,250000,4.0,5.0,3244.032,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_54.0672,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_55.0912:col3_underhang_radial:train:0-50000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_55.0912,data/raw_mafaulda/full/underhang/ball_fault/0g/55.0912.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,0,50000,0.0,1.0,3305.472,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_55.0912,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_55.0912:col3_underhang_radial:train:25000-75000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_55.0912,data/raw_mafaulda/full/underhang/ball_fault/0g/55.0912.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,25000,75000,0.5,1.5,3305.472,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_55.0912,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_55.0912:col3_underhang_radial:train:50000-100000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_55.0912,data/raw_mafaulda/full/underhang/ball_fault/0g/55.0912.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,50000,100000,1.0,2.0,3305.472,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_55.0912,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_55.0912:col3_underhang_radial:train:75000-125000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_55.0912,data/raw_mafaulda/full/underhang/ball_fault/0g/55.0912.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,75000,125000,1.5,2.5,3305.472,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_55.0912,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_55.0912:col3_underhang_radial:train:100000-150000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_55.0912,data/raw_mafaulda/full/underhang/ball_fault/0g/55.0912.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,100000,150000,2.0,3.0,3305.472,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_55.0912,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_55.0912:col3_underhang_radial:train:125000-175000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_55.0912,data/raw_mafaulda/full/underhang/ball_fault/0g/55.0912.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,125000,175000,2.5,3.5,3305.472,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_55.0912,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_55.0912:col3_underhang_radial:train:150000-200000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_55.0912,data/raw_mafaulda/full/underhang/ball_fault/0g/55.0912.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,150000,200000,3.0,4.0,3305.472,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_55.0912,
methodology_v2.part3b.v1,1,MAFAULDA,train,f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_55.0912:col3_underhang_radial:train:175000-225000,mafaulda_underhang_ball_fault_0g,mafaulda_underhang_ball_fault_0g_55.0912,data/raw_mafaulda/full/underhang/ball_fault/0g/55.0912.csv,,underhang/ball_fault,RollingElement,col3_underhang_radial,50000,1.0,0.5,175000,225000,3.5,4.5,3305.472,added_mass_0g,bearing_ball_fault,added_mass_0g,,,,False,,MAFAULDA:mafaulda_underhang_ball_fault_0g_55.0912,
